X	Y
117.5772072	-1.692792793
115.415045	-1.692792793
115.0546847	-1.692792793
114.6943243	-1.692792793
114.333964	-1.692792793
113.9736036	-1.692792793
113.6132432	-1.692792793
113.2528829	-1.692792793
112.8925225	-1.692792793
112.5321622	-1.692792793
112.1718018	-1.692792793
111.8114414	-1.692792793
111.4510811	-1.692792793
111.0907207	-1.692792793
110.7303604	-1.692792793
110.37	-1.692792793
110.0096396	-1.692792793
109.6492793	-1.692792793
109.2889189	-1.692792793
108.9285586	-1.692792793
108.5681982	-1.692792793
108.2078378	-1.692792793
107.8474775	-1.692792793
107.4871171	-1.692792793
107.1267568	-1.692792793
106.7663964	-1.692792793
106.406036	-1.692792793
106.0456757	-1.692792793
105.6853153	-1.692792793
105.324955	-1.692792793
103.1627928	-1.692792793
117.5772072	-5.296396396
115.415045	-5.296396396
115.0546847	-5.296396396
114.6943243	-5.296396396
114.333964	-5.296396396
113.9736036	-5.296396396
113.6132432	-5.296396396
113.2528829	-5.296396396
112.8925225	-5.296396396
112.5321622	-5.296396396
112.1718018	-5.296396396
111.8114414	-5.296396396
111.4510811	-5.296396396
111.0907207	-5.296396396
110.7303604	-5.296396396
110.37	-5.296396396
110.0096396	-5.296396396
109.6492793	-5.296396396
109.2889189	-5.296396396
108.9285586	-5.296396396
108.5681982	-5.296396396
108.2078378	-5.296396396
107.8474775	-5.296396396
107.4871171	-5.296396396
107.1267568	-5.296396396
106.7663964	-5.296396396
106.406036	-5.296396396
106.0456757	-5.296396396
105.6853153	-5.296396396
105.324955	-5.296396396
103.1627928	-5.296396396
117.5772072	-5.656756757
115.415045	-5.656756757
115.0546847	-5.656756757
114.6943243	-5.656756757
114.333964	-5.656756757
113.9736036	-5.656756757
113.6132432	-5.656756757
113.2528829	-5.656756757
112.8925225	-5.656756757
112.5321622	-5.656756757
112.1718018	-5.656756757
111.8114414	-5.656756757
111.4510811	-5.656756757
111.0907207	-5.656756757
110.7303604	-5.656756757
110.37	-5.656756757
110.0096396	-5.656756757
109.6492793	-5.656756757
109.2889189	-5.656756757
108.9285586	-5.656756757
108.5681982	-5.656756757
108.2078378	-5.656756757
107.8474775	-5.656756757
107.4871171	-5.656756757
107.1267568	-5.656756757
106.7663964	-5.656756757
106.406036	-5.656756757
106.0456757	-5.656756757
105.6853153	-5.656756757
105.324955	-5.656756757
103.1627928	-5.656756757
117.5772072	-6.017117117
115.415045	-6.017117117
115.0546847	-6.017117117
114.6943243	-6.017117117
114.333964	-6.017117117
113.9736036	-6.017117117
113.6132432	-6.017117117
113.2528829	-6.017117117
112.8925225	-6.017117117
112.5321622	-6.017117117
112.1718018	-6.017117117
111.8114414	-6.017117117
111.4510811	-6.017117117
111.0907207	-6.017117117
110.7303604	-6.017117117
110.37	-6.017117117
110.0096396	-6.017117117
