20131123   1271860   -9.0700   111.2000     47.000   4.6    0.00    0.00   0.57        330
20131126  11295190   -9.4400   112.8600     10.000   4.1    0.00    0.00   0.63        331
20131201  13585720   -8.9200   111.9700     10.000   4.1    0.00    0.00   1.21        332
20131207   5414280   -8.8600   110.4400     10.000   3.4    0.00    0.00   0.66        333
20131212   9010810   -8.4900   112.7700    109.000   2.8    0.00    0.00   0.31        334
20131212   9163910   -8.5900   112.6100    117.000   2.9    0.00    0.00   0.05        335
20131213   2082110   -9.6700   111.2500     10.000   3.2    0.00    0.00   0.45        336
20131217    525360   -8.7600   111.4300     25.000   3.5    0.00    0.00   0.74        337
20131218   2443990   -9.2700   110.5100     10.000   3.2    0.00    0.00   0.37        338
20131218   9464040   -7.9700   110.5500     10.000   3.5    0.00    0.00   0.56        339
20131219  10090090   -8.8500   111.0400     21.000   3.3    0.00    0.00   0.21        340
20131221  16383920   -8.0100   110.4700     10.000   2.7    0.00    0.00   0.77        341
