20120221  11381880   -8.7300   111.2900     31.000   2.8    0.00    0.00   0.50         35          0
20120222   2234630   -8.2800   111.4800     88.000   2.1    0.00    0.00   0.00         36          0
20120222   8574740   -9.2200   112.6700     57.000   2.7    0.00    0.00   0.00         37          0
20120222   9012990   -9.0300   110.4000     25.000   3.1    0.00    0.00   0.34         38          0
20120222  16405360   -8.3200   112.6000    147.000   2.5    0.00    0.00   0.56         39          0
20120222  20052290   -8.9900   110.5300     13.000   3.1    0.00    0.00   0.58         40          0
20120222  20333920   -8.9700   110.6000     14.000   2.9    0.00    0.00   0.44         41          0
20120223  12154280   -8.7200   110.8000     12.000   2.2    0.00    0.00   0.34         42          0
20120223  15352480   -8.4700   111.4000    105.000   1.9    0.00    0.00   0.10         43          0
20120223  20322880   -8.6200   110.7000     12.000   2.9    0.00    0.00   0.88         44          0
20120223  22530880   -8.8100   112.5100     57.000   2.9    0.00    0.00   0.47         45          0
20120229     31340   -9.2800   112.5100     54.000   4.2    0.00    0.00   0.89         46          0
20120229   2300540   -9.5200   112.8300     62.000   3.1    0.00    0.00   0.34         47          0
20120306    500740   -9.4000   110.3900     10.000   3.6    0.00    0.00   0.25         48          0
20120307   4405740   -8.7200   111.4600     29.000   3.7    0.00    0.00   0.78         49          0
20120309  16411710   -8.8000   110.2100     26.000   3.4    0.00    0.00   0.50         50          0
20120309  21270940   -9.2400   112.9400     68.000   4.7    0.00    0.00   1.35         51          0
20120312  14065250   -7.9600   111.6800     10.000   2.1    0.00    0.00   0.36         52          0
20120316  14503960   -9.1200   112.4800     60.000   3.6    0.00    0.00   0.47         53          0
20120319   2193750   -8.0300   110.4300     10.000   4.2    0.00    0.00   0.95         54          0
20120321   6024110   -9.0800   112.7300     10.000   3.4    0.00    0.00   0.70         55          0
20120322  14594540   -9.5100   112.7700     21.000   3.8    0.00    0.00   0.97         56          0
20120322  18490610   -7.7700   112.9600     11.000   2.7    0.00    0.00   0.60         57          0
20120324  17215540   -8.4100   111.0300     15.000   3.2    0.00    0.00   0.60         58          0
20120326  20414640  -10.9700   111.8700     10.000   4.1    0.00    0.00   0.84         59          0
20120327  19253920   -8.6900   112.4200     51.000   3.1    0.00    0.00   0.59         60          0
20120328  20272060   -9.4200   110.4600     25.000   3.0    0.00    0.00   0.39         61          0
20120329  15570650   -9.2100   110.3000     18.000   2.9    0.00    0.00   0.50         62          0
20120331   3061250   -8.8900   111.1700     23.000   3.8    0.00    0.00   0.85         63          0
20120331   3464050   -9.0500   112.9100     33.000   4.0    0.00    0.00   0.40         64          0
20120402  12482240   -6.8600   112.4700     19.000   3.2    0.00    0.00   0.81         65          0
20120407  20322830   -9.1100   110.5200     43.000   4.4    0.00    0.00   0.66         66          0
20120411  20512050   -8.6300   110.7600     10.000   2.6    0.00    0.00   0.23         67          0
20120412  12413630  -10.0700   112.9700    114.000   3.6    0.00    0.00   0.17         68          0
20120413  14472290   -9.0100   112.1500     58.000   3.5    0.00    0.00   0.95         69          0
20120414  17114450  -10.5900   112.4900     15.000   4.5    0.00    0.00   1.13         70          0
20120415    482670   -9.0000   111.7200     59.000   3.1    0.00    0.00   0.94         71          0
20120417  15083760   -8.7700   112.8300    118.000   4.1    0.00    0.00   0.47         72          0
20120418  20022710   -8.9600   110.0000     10.000   3.3    0.00    0.00   0.57         73          0
20120418  20235880   -8.0700   112.2600    167.000   3.6    0.00    0.00   0.62         74          0
20120422  22551470   -9.5000   112.9500     12.000   3.7    0.00    0.00   0.47         75          0
20120426  16570810   -9.4600   112.8800     10.000   3.4    0.00    0.00   1.09         76          0
20120427   4023730   -7.8700   110.5900     11.000   2.0    0.00    0.00   0.39         77          0
20120501   6364370   -8.3600   111.9000    113.000   2.8    0.00    0.00   0.83         78          0
20120507   5073640   -8.3700   112.2100     94.000   2.5    0.00    0.00   0.59         79          0
20120507   9391880   -8.3500   112.6600     93.000   3.5    0.00    0.00   0.50         80          0
20120508   6223290   -9.2100   112.3900     61.000   3.7    0.00    0.00   0.95         81          0
20120508   9055550   -8.1700   111.4600     10.000   3.0    0.00    0.00   0.64         82          0
20120508  16234340   -7.4600   111.8100    224.000   3.6    0.00    0.00   0.71         83          0
20120515   5310490   -8.7300   110.3200     25.000   2.9    0.00    0.00   0.69         84          0
20120518  21415690   -9.3000   112.8900     10.000   4.0    0.00    0.00   1.12         85          0
20120522  11242820   -8.9500   110.1600     24.000   4.4    0.00    0.00   0.65         86          0
20120522  15130630   -8.8600   110.1400     10.000   4.0    0.00    0.00   0.71         87          0
20120529  22303320   -9.5700   112.9400     10.000   3.3    0.00    0.00   0.70         88          0
20120602   1480350   -9.4700   112.9700     24.000   3.5    0.00    0.00   1.10         89          0
20120603  14250090   -9.9800   112.8600     10.000   3.2    0.00    0.00   1.00         90          0
20120603  16434120   -9.1300   112.6600     49.000   2.8    0.00    0.00   0.48         91          0
20120606  14542250   -9.0600   111.2200     13.000   3.1    0.00    0.00   0.22         92          0
20120607  23171970   -8.5300   112.7200    138.000   3.6    0.00    0.00   0.47         93          0
20120609   4560980   -8.7000   111.3800     83.000   4.1    0.00    0.00   0.70         94          0
20120609  20420860   -8.6600   111.2600     67.000   2.9    0.00    0.00   0.27         95          0
20120610  15313380   -9.0200   110.4500     10.000   2.5    0.00    0.00   0.76         96          0
20120611  12551550   -5.9900   110.6100     10.000   3.4    0.00    0.00   0.44         97          0
20120612  14100090  -11.2100   111.9600    119.000   4.2    0.00    0.00   0.75         98          0
20120614  14541230   -8.9100   110.2700     71.000   4.7    0.00    0.00   1.33         99          0
20120614  16302920   -7.9200   110.5300     10.000   2.7    0.00    0.00   0.30        100          0
20120620  19554170   -9.0900   110.1500     23.000   3.8    0.00    0.00   1.09        101          0
20120625   6435530   -6.8200   112.4500     10.000   3.8    0.00    0.00   0.99        102          0
20120626   5052530   -8.9400   112.4600     30.000   4.9    0.00    0.00   0.73        103          0
20120628  11365960   -9.7500   112.9700     10.000   4.7    0.00    0.00   0.79        104          0
20120628  12100310   -9.8100   112.9400     10.000   4.7    0.00    0.00   1.02        105          0
20120628  12200720   -9.6500   112.9700     10.000   4.2    0.00    0.00   1.39        106          0
20120711  11013170   -8.9300   112.1500     99.000   3.2    0.00    0.00   0.68        107          0
20120713   1320240   -9.6600   112.9700     10.000   4.4    0.00    0.00   0.72        108          0
20120714   4252980   -9.7100   112.9700     10.000   4.7    0.00    0.00   0.65        109          0
20120717  12210160   -7.7300   111.9600     14.000   2.6    0.00    0.00   0.94        110          0
20120717  13012080   -7.7800   112.0700    187.000   3.8    0.00    0.00   1.10        111          0
20120717  16110940  -10.5900   112.7500     10.000   4.0    0.00    0.00   0.87        112          0
20120718   3371490   -9.4300   112.6100     16.000   3.5    0.00    0.00   0.61        113          0
20120718  21430020  -10.2200   112.5900     18.000   4.3    0.00    0.00   0.53        114          0
20120722  13003270   -8.1900   111.4800    133.000   4.1    0.00    0.00   0.64        115          0
20120728   3115740   -8.7900   110.5100     13.000   3.2    0.00    0.00   0.94        116          0
20120731  13591710  -10.2100   110.6100     17.000   4.3    0.00    0.00   1.19        117          0
20120802  17102010   -9.1000   111.2700     12.000   3.9    0.00    0.00   0.87        118          0
20120804  10545880   -5.8600   110.5600    549.000   4.6    0.00    0.00   0.55        119          0
20120807   2123850   -8.6700   111.0400     38.000   3.4    0.00    0.00   0.59        120          0
20120807  14321580   -9.3800   112.2800     38.000   4.8    0.00    0.00   0.81        121          0
20120812  13183140  -10.3900   110.9800     16.000   4.5    0.00    0.00   0.90        122          0
20120815  10340860   -8.6600   110.5400     11.000   3.1    0.00    0.00   0.38        123          0
20120816   3555610   -9.5800   112.8600     15.000   3.2    0.00    0.00   1.09        124          0
20120818   8511580   -8.6500   111.4400    114.000   3.7    0.00    0.00   0.44        125          0
20120818  16592890   -8.5500   112.7100    127.000   2.8    0.00    0.00   0.47        126          0
20120822   1154180   -9.1000   112.3900     88.000   3.7    0.00    0.00   0.62        127          0
20120828  17594450   -8.1900   112.0400    122.000   3.1    0.00    0.00   0.41        128          0
20120830  10412970   -9.1500   111.2100     10.000   2.8    0.00    0.00   0.65        129          0
20120903  13105540   -8.7800   111.3600     88.000   3.8    0.00    0.00   0.56        130          0
20120906  18113320   -8.2300   110.1700     11.000   3.2    0.00    0.00   0.86        131          0
20120908  12433340   -9.0300   110.3100     21.000   3.4    0.00    0.00   0.70        132          0
20120909   8355430   -8.8900   110.1900     10.000   3.1    0.00    0.00   0.36        133          0
20120909   8514630   -7.9900   110.2500    117.000   2.8    0.00    0.00   0.60        134          0
20120910   8134240   -8.9800   110.4900     10.000   3.4    0.00    0.00   1.21        135          0
20120910  19571820   -9.5000   112.9900     17.000   3.7    0.00    0.00   0.93        136          0
20120914   6502120   -9.0800   110.3800     29.000   3.0    0.00    0.00   0.92        137          0
20120915   6424720   -9.0100   110.3800     10.000   3.7    0.00    0.00   0.49        138          0
20120915   6573080   -8.9900   110.3200     10.000   3.8    0.00    0.00   0.86        139          0
20120915   9353720   -9.1700   110.2900     10.000   4.1    0.00    0.00   0.59        140          0
20120926   1152450   -8.6200   112.4400    113.000   3.6    0.00    0.00   0.29        141          0
20120926  14241170   -7.9300   112.8700    119.000   2.5    0.00    0.00   0.25        142          0
20120929   7580590   -9.5100   112.9800     10.000   3.6    0.00    0.00   0.48        143          0
20121001   4341040   -9.7700   112.8900     16.000   3.6    0.00    0.00   0.48        144          0
20121001  16195960   -8.6300   110.5800    106.000   2.8    0.00    0.00   0.57        145          0
20121009  23155780   -8.9900   112.0700     66.000   3.6    0.00    0.00   0.87        146          0
20121010  12283020   -9.0700   111.1200     17.000   3.1    0.00    0.00   0.88        147          0
20121014   1434850   -9.0900   112.8500     32.000   3.7    0.00    0.00   0.55        148          0
20121023   5135040   -7.3500   111.3300     10.000   2.7    0.00    0.00   0.17        149          0
20121024  18050020   -8.6500   112.4400     90.000   2.9    0.00    0.00   1.10        150          0
20121024  21045060   -9.0300   110.6400     10.000   3.0    0.00    0.00   0.70        151          0
20121026   5371980   -8.5100   111.1400     28.000   2.9    0.00    0.00   0.22        152          0
20121027    274870   -8.0600   112.1100     10.000   2.7    0.00    0.00   0.60        153          0
20121027  10512220   -9.1300   111.2200     10.000   4.6    0.00    0.00   0.95        154          0
20121027  18352420   -8.5000   112.9000    123.000   4.0    0.00    0.00   0.49        155          0
20121031  11381420   -9.1600   110.6200     12.000   3.5    0.00    0.00   0.58        156          0
20121102  13570420   -8.8100   112.1300     80.000   2.9    0.00    0.00   0.31        157          0
20121102  18440730   -8.8700   111.6500     59.000   2.8    0.00    0.00   0.65        158          0
20121103  19500290   -9.3700   110.3700     10.000   3.4    0.00    0.00   0.71        159          0
20121103  21264470   -8.6600   112.7200    115.000   3.9    0.00    0.00   0.68        160          0
20121107  21311040   -9.3900   112.9300     40.000   3.7    0.00    0.00   1.48        161          0
20121108   1421220   -8.3200   112.0600    127.000   2.8    0.00    0.00   0.43        162          0
20121116     74240   -8.8100   110.9500     10.000   3.4    0.00    0.00   0.66        163          0
20121116  16104430   -8.2200   111.5900    105.000   3.2    0.00    0.00   0.48        164          0
20121119  10014040   -9.0600   112.9100     10.000   3.7    0.00    0.00   1.45        165          0
20121123  15432020  -10.6400   112.5700     10.000   4.1    0.00    0.00   0.81        166          0
20121123  19205710   -8.6100   111.1900     35.000   2.3    0.00    0.00   0.11        167          0
20121127  21235180   -9.0000   112.7000     10.000   3.7    0.00    0.00   1.76        168          0
20121128   6470150   -9.1000   110.9700     10.000   3.3    0.00    0.00   0.99        169          0
20121128  18055120   -8.9300   111.1200     19.000   3.0    0.00    0.00   0.91        170          0
20121128  21271540   -7.8900   111.4400     26.000   1.9    0.00    0.00   1.56        171          0
20121128  21285240   -8.0100   111.5500     46.000   1.6    0.00    0.00   0.61        172          0
20121128  21312160   -7.8300   111.4700     25.000   2.5    0.00    0.00   1.06        173          0
20121128  21422590   -7.7600   111.4700     12.000   2.1    0.00    0.00   0.85        174          0
20121201  15021620   -9.0400   110.4600     16.000   4.1    0.00    0.00   0.80        175          0
20121206  15252610   -8.9500   112.3600     98.000   3.7    0.00    0.00   0.84        176          0
20121207  11040430   -8.8400   110.9500     17.000   3.6    0.00    0.00   0.64        177          0
20121207  12305380   -8.8200   110.6400     72.000   3.3    0.00    0.00   0.31        178          0
20121209  19000420   -8.7500   110.3400     21.000   2.8    0.00    0.00   0.60        179          0
20121216   5015320   -9.3500   112.8600     10.000   3.0    0.00    0.00   0.41        180          0
20121218  10494690   -9.1000   111.3200     21.000   5.0    0.00    0.00   1.32        181          0
20121218  18505380   -8.8200   110.9200     14.000   3.5    0.00    0.00   0.50        182          0
20121219   1315750   -8.0300   110.5300     10.000   3.6    0.00    0.00   0.93        183          0
20121221  17535080   -7.8400   110.5600     10.000   2.6    0.00    0.00   0.26        184          0
20121222   1362970  -10.7400   112.2000     31.000   4.3    0.00    0.00   0.61        185          0
20121224   4263290   -9.4900   110.1400     10.000   3.5    0.00    0.00   1.41        186          0
20121224   4383590   -9.4100   110.2200     38.000   4.7    0.00    0.00   1.24        187          0
20121224   7314720   -9.3900   110.1400     10.000   3.7    0.00    0.00   1.94        188          0
20121224   8364990   -9.4800   110.2000     10.000   4.0    0.00    0.00   1.20        189          0
20121225  19532030   -8.6600   111.5400     48.000   3.2    0.00    0.00   0.80        190          0
20121227   4123060   -9.0700   112.0300    127.000   3.8    0.00    0.00   0.75        191          0
20121227   7275450   -7.6500   110.0000    259.000   3.2    0.00    0.00   0.70        192          0
20130101  20562780   -8.0200   111.6700     98.000   3.3    0.00    0.00   0.82        193          0
20130102  12411260   -8.8800   112.5400     30.000   3.9    0.00    0.00   0.69        194          0
20130103  18244480   -8.6200   110.4000     56.000   3.0    0.00    0.00   0.67        195          0
20130113   3135130   -9.6200   112.8400     10.000   4.6    0.00    0.00   1.04        196          0
20130114   7361130   -9.4900   112.8700     11.000   4.5    0.00    0.00   0.70        197          0
20130114   8344640   -9.4700   112.9400     12.000   3.3    0.00    0.00   0.18        198          0
20130116  22413980  -11.4200   112.5600     34.000   4.5    0.00    0.00   0.96        199          0
20130117   3454530  -10.1300   111.7700     10.000   3.6    0.00    0.00   0.90        200          0
20130117  19222510   -8.1200   112.5100     17.000   2.3    0.00    0.00   0.79        201          0
20130118  20534740   -8.8800   112.8600     22.000   3.2    0.00    0.00   0.45        202          0
20130120  16334510   -8.7700   111.3600     39.000   4.0    0.00    0.00   0.68        203          0
20130122  23535050   -8.7900   110.5500     10.000   3.0    0.00    0.00   0.35        204          0
20130123   6511210   -8.8300   110.4600     17.000   3.2    0.00    0.00   0.75        205          0
20130123  14264350  -10.5500   112.3400     10.000   3.8    0.00    0.00   0.85        206          0
20130128   5574090   -6.9100   112.5400     10.000   2.8    0.00    0.00   1.42        207          0
20130131   3100660   -9.2500   111.0300     88.000   3.6    0.00    0.00   0.93        208          0
20130201  12385140   -9.2300   112.9400     39.000   3.3    0.00    0.00   0.64        209          0
20130201  14324360   -8.0500   110.9100    173.000   3.6    0.00    0.00   0.51        210          0
20130202   3470320   -9.5300   112.9300     10.000   3.9    0.00    0.00   1.29        211          0
20130202  10171760   -9.3300   112.9900     10.000   3.8    0.00    0.00   1.66        212          0
20130202  10231520   -9.5700   112.8900     13.000   3.9    0.00    0.00   0.37        213          0
20130202  11540410   -9.6900   112.9200     10.000   4.6    0.00    0.00   1.08        214          0
20130204   8584120   -8.6900   111.1900     40.000   3.2    0.00    0.00   0.64        215          0
20130205  10081080   -9.0900   110.5800     30.000   4.6    0.00    0.00   1.11        216          0
20130205  10322180   -9.1700   110.5400     16.000   3.4    0.00    0.00   1.41        217          0
20130205  12015070   -9.1400   110.5600     10.000   3.7    0.00    0.00   0.89        218          0
20130206  16264860   -7.9500   110.1200    111.000   3.7    0.00    0.00   0.33        219          0
20130207  15375810   -9.5300   112.9500     18.000   3.9    0.00    0.00   0.89        220          0
20130208   1075380   -9.2800   110.0800     23.000   4.4    0.00    0.00   0.53        221          0
20130211  16564460   -8.6100   111.4400     22.000   2.9    0.00    0.00   0.05        222          0
20130212  21325010   -7.4400   111.7400     12.000   3.0    0.00    0.00   1.34        223          0
20130213  16041930   -9.7500   110.6600    265.000   3.7    0.00    0.00   0.15        224          0
20130214  19103330  -10.5600   112.5500     10.000   3.9    0.00    0.00   0.23        225          0
20130222    130340   -7.9700   111.3800    124.000   3.9    0.00    0.00   0.37        226          0
20130223   6463850   -8.4700   110.7200     19.000   2.8    0.00    0.00   0.05        227          0
20130223   9173430   -9.2300   110.3900     10.000   4.3    0.00    0.00   1.17        228          0
20130223  16245570   -8.6700   111.1900     58.000   2.7    0.00    0.00   0.27        229          0
20130223  23071670   -9.2900   110.3900     11.000   4.2    0.00    0.00   0.68        230          0
20130305   9053020   -8.9600   110.4200     10.000   3.6    0.00    0.00   0.85        231          0
20130305  12373240  -10.7600   111.2200     23.000   4.4    0.00    0.00   1.08        232          0
20130310   4233130   -6.9400   112.0500     10.000   2.4    0.00    0.00   0.37        233          0
20130311  12480120   -8.7400   111.5300     22.000   3.0    0.00    0.00   0.89        234          0
20130312   6322280   -8.3900   110.7500     13.000   3.3    0.00    0.00   0.36        235          0
20130313   3110090   -8.1800   110.7700     73.000   2.5    0.00    0.00   0.13        236          0
20130313  11372810   -8.4000   112.7800     10.000   2.9    0.00    0.00   0.35        237          0
20130315   1231470   -8.1300   111.5700     10.000   2.7    0.00    0.00   0.47        238          0
20130316   1594160   -9.2600   111.4900     14.000   3.5    0.00    0.00   0.49        239          0
20130317  12541870   -8.1500   111.5700     10.000   3.1    0.00    0.00   0.52        240          0
20130318  12521830   -9.1400   111.8200     18.000   3.0    0.00    0.00   0.36        241          0
20130327   4352980  -11.3700   112.1600     10.000   4.1    0.00    0.00   0.54        242          0
20130328  15212690  -10.3500   111.6700     39.000   4.1    0.00    0.00   0.19        243          0
20130329   2304710   -9.0900   110.6500     10.000   3.5    0.00    0.00   0.85        244          0
20130330  11385020   -6.5200   112.2300     21.000   3.3    0.00    0.00   0.41        245          0
20130331  11044680   -9.2100   112.8500     21.000   4.2    0.00    0.00   0.79        246          0
20130402  22175710   -7.4700   112.6700     10.000   4.0    0.00    0.00   1.99        247          0
20130406   8431470   -9.0300   110.0600     14.000   3.6    0.00    0.00   0.86        248          0
20130410   5120610   -9.1800   112.5700     76.000   4.0    0.00    0.00   0.75        249          0
20130415   8491670   -9.6400   110.5300     25.000   3.6    0.00    0.00   0.23        250          0
20130416   3482160   -8.9900   111.1700     10.000   2.9    0.00    0.00   0.68        251          0
20130422  10484550   -8.4100   112.4200     96.000   4.1    0.00    0.00   0.26        252          0
20130422  16235370   -8.9800   111.3500     67.000   4.0    0.00    0.00   0.94        253          0
20130423  22581770   -8.8200   111.5500     57.000   3.3    0.00    0.00   0.52        254          0
20130424   2391420   -8.8100   111.3200     86.000   3.4    0.00    0.00   0.27        255          0
20130424  17092290   -8.4400   111.3000     30.000   3.1    0.00    0.00   0.45        256          0
20130424  23263860   -9.4400   112.9400     10.000   4.5    0.00    0.00   0.59        257          0
20130503  21590640   -9.3100   112.9600     31.000   3.2    0.00    0.00   0.19        258          0
20130504   1133220   -8.0000   110.4800     10.000   2.7    0.00    0.00   0.37        259          0
20130504   8044630   -6.1500   112.7500    594.000   4.7    0.00    0.00   1.36        260          0
20130505  13460620   -8.5800   112.9500    136.000   3.9    0.00    0.00   0.61        261          0
20130507   9483710   -8.3900   111.2900    121.000   4.4    0.00    0.00   0.42        262          0
20130514  19092890  -10.4100   112.2900     86.000   4.3    0.00    0.00   0.92        263          0
20130514  22235460   -9.2400   111.2000     23.000   3.8    0.00    0.00   0.66        264          0
20130516  19131030   -7.0700   110.0100     13.000   2.7    0.00    0.00   0.88        265          0
20130518  11081850   -9.6200   112.3300     10.000   4.3    0.00    0.00   1.13        266          0
20130518  12575780   -8.6000   111.4600    106.000   3.2    0.00    0.00   0.54        267          0
20130518  15005880   -6.7600   110.7000     11.000   3.0    0.00    0.00   0.69        268          0
20130519   4462180   -8.4700   111.5600    109.000   3.6    0.00    0.00   0.39        269          0
20130519  14395360   -8.7600   111.0600     25.000   2.1    0.00    0.00   0.28        270          0
20130519  14540090   -9.1600   111.4700     10.000   2.4    0.00    0.00   0.68        271          0
20130520  16542740  -10.2500   111.4700     11.000   4.3    0.00    0.00   0.62        272          0
20130523  23215010   -9.0800   111.2800     50.000   4.1    0.00    0.00   1.23        273          0
20130525  15383450   -8.9800   110.4800     17.000   3.9    0.00    0.00   0.89        274          0
20130525  17051850  -11.1600   110.4600     34.000   4.9    0.00    0.00   1.44        275          0
20130528  20245540  -10.8600   111.6500     10.000   4.3    0.00    0.00   0.99        276          0
20130603   3532180   -9.1200   110.4100     17.000   3.4    0.00    0.00   0.75        277          0
20130603   6211140   -8.4200   110.6000     53.000   2.9    0.00    0.00   0.34        278          0
20130614  11265110   -9.0100   110.5200     16.000   4.7    0.00    0.00   1.19        279          0
20130615  10045870   -8.9400   111.8600     78.000   3.0    0.00    0.00   0.76        280          0
20130617   9364290   -8.9500   111.3300     60.000   3.5    0.00    0.00   1.18        281          0
20130621  17364830   -8.5500   110.6600     10.000   3.4    0.00    0.00   0.97        282          0
20130623   9115450   -8.7500   111.8000     63.000   3.7    0.00    0.00   0.63        283          0
20130628   7131180   -8.3300   111.3700    113.000   3.4    0.00    0.00   0.85        284          0
20130704  19100010   -8.7900   112.5400     60.000   3.5    0.00    0.00   0.54        285          0
20130708  13271870   -9.0300   110.4800     10.000   3.7    0.00    0.00   1.12        286          0
20130709   1555510   -8.6600   110.4400     48.000   3.9    0.00    0.00   1.02        287          0
20130715  15001790   -9.2000   111.9900     33.000   4.9    0.00    0.00   1.56        288          0
20130721  18143040   -9.5600   112.8900     29.000   3.6    0.00    0.00   0.95        289          0
20130721  23240770   -8.5600   112.8000    127.000   3.5    0.00    0.00   0.36        290          0
20130729   9202890  -10.3800   112.0000     10.000   4.2    0.00    0.00   0.70        291          0
20130801   6013510   -8.9800   110.4000     10.000   3.5    0.00    0.00   0.43        292          0
20130801   6340290   -8.5600   110.5400     89.000   2.9    0.00    0.00   0.68        293          0
20130802  15193940   -8.1600   112.9400    143.000   3.7    0.00    0.00   0.79        294          0
20130803   3303130   -8.7600   111.7600     54.000   3.4    0.00    0.00   0.65        295          0
20130808  10460120   -8.8600   110.8700     26.000   5.4    0.00    0.00   1.35        296          0
20130809   6484110   -8.8400   110.8700     10.000   3.7    0.00    0.00   0.96        297          0
20130811   7050950   -8.0300   110.4500     10.000   2.8    0.00    0.00   0.51        298          0
20130814  10211560   -8.6800   110.9400     10.000   3.3    0.00    0.00   0.71        299          0
20130901  20315330  -10.5400   112.2000     16.000   4.9    0.00    0.00   0.47        300          0
20130911   6362690   -8.8200   110.6200     24.000   3.1    0.00    0.00   0.32        301          0
20130912   2092390   -9.0000   110.7500     10.000   3.3    0.00    0.00   0.62        302          0
20130914  16352310   -9.0600   110.1900     10.000   3.6    0.00    0.00   1.59        303          0
20130925   7210950   -9.1500   111.2400     18.000   4.0    0.00    0.00   0.98        304          0
20130926   7462010   -7.8800   111.4600     10.000   3.4    0.00    0.00   0.82        305          0
20131001   1340010   -8.9300   110.4200     23.000   3.4    0.00    0.00   0.85        306          0
20131001   4045240   -9.1100   110.5700     28.000   3.5    0.00    0.00   0.37        307          0
20131003   7430450   -8.4000   110.4100     40.000   3.5    0.00    0.00   0.94        308          0
20131005  11102190   -8.9100   112.4900     34.000   5.0    0.00    0.00   0.81        309          0
20131007   6020270  -11.3800   111.8900     10.000   4.4    0.00    0.00   0.83        310          0
20131008   8514950   -8.9700   111.0300     28.000   3.6    0.00    0.00   0.82        311          0
20131010   6231210  -11.0100   112.0400     14.000   4.4    0.00    0.00   0.61        312          0
20131019  11120150   -8.4200   110.2800     64.000   3.3    0.00    0.00   0.63        313          0
20131020  12135690   -8.9600   111.9000     57.000   3.0    0.00    0.00   0.81        314          0
20131022  18382020   -8.5600   111.7500    112.000   3.1    0.00    0.00   0.74        315          0
20131024   8210210   -8.7200   111.4600     25.000   4.1    0.00    0.00   0.63        316          0
20131102   3191340   -8.6000   111.0500     12.000   3.0    0.00    0.00   0.45        317          0
20131104  11294430   -8.8900   110.2300     19.000   3.6    0.00    0.00   0.87        318          0
20131104  11325120   -8.9400   110.2400     28.000   3.8    0.00    0.00   1.04        319          0
20131104  16532240   -8.4100   111.5400     19.000   2.6    0.00    0.00   1.00        320          0
20131105   2564110   -8.8300   110.7000     10.000   2.8    0.00    0.00   0.54        321          0
20131107   6341770   -7.4300   111.7400     10.000   3.8    0.00    0.00   1.23        322          0
20131108   9140490   -9.0800   110.2100     32.000   3.8    0.00    0.00   0.30        323          0
20131112  20480840   -8.6100   112.5500     83.000   3.8    0.00    0.00   0.83        324          0
20131113  11022680   -8.6500   110.6300     10.000   3.0    0.00    0.00   0.25        325          0
