Meteorological Climatological and Geophysical Agency, BMKG
Earthquake Database
===========================================================

File Created: Tue Jun 26 2018 16:30:33 WIB
Earthquake Events = 584 Events
Date Range: 2015-01-01 - 2015-12-31
Latitude: 5.8S - 12S
Longitude: 114.5E - 105E
Magnitude Range: 1 - 9.5 SR
Depth Range: 1 - 1000 Km


EventID: bmg2015aaya
Date		Time		Latitude	Longitude	Depth	Mag	TypeMag	smaj		smin	az	rms		cPhase	Region
2015-01-01	12:07:10.9	-10.14	113.84	59	4.3	MLv		17.02		1.68	113	1.078		48		South of Java, Indonesia  

Net	Sta	Phase	Date		Time		dis	Az	Res	Amp		Per	Qual	mb	ML	mB
IA	SWJI	S	2015-01-05	10:27:35.1	0.7	348	-0.2	0		0	i	0	3.7	0
IA	JAGI	P	2015-01-05	10:27:40.2	2.2	90	0.2	0		0	i	0	3.8	0
IA	ABJI	P	2015-01-05	10:27:43.0	2.4	74	0.5	0		0	i	0	3.7	0
IA	BYJI	P	2015-01-05	10:27:43.8	2.4	84	0.9	0		0	i	0	3.8	0
IA	RTBI	P	2015-01-05	10:27:47.8	3	90	-2.8	0		0	i	0	4	0
IA	SCJI	P	2015-01-05	10:27:49.0	2.8	286	0.4	0		0	i	0	3.6	0
IA	UGM	S	2015-01-05	10:27:49.6	1.5	292	-0.4	0		0	i	0	3.4	0
IA	GMJI	S	2015-01-05	10:27:51.9	1.5	83	1.1	0		0	i	0	3.1	0
IA	SRBI	P	2015-01-05	10:27:54.1	3.3	83	-0.5	0		0	i	0	3.9	0
IA	KPJI	P	2015-01-05	10:27:54.4	3.2	291	1.3	0		0	i	0	3.8	0


EventID: bmg2015ajbn
Date		Time		Latitude	Longitude	Depth	Mag	TypeMag	smaj		smin	az	rms		cPhase	Region
2015-01-05	22:59:14.6	-8.88		110.39	53	3.4	MLv		4.94		0.97	192	0.624		11		Java, Indonesia    

Net	Sta	Phase	Date		Time		dis	Az	Res	Amp		Per	Qual	mb	ML	mB
IA	UGM	P	2015-01-05	22:59:32.8	1	8	0.7	0		0	i	0	3.3	0
IA	PWJI	P	2015-01-05	22:59:41.0	1.6	59	0	0		0	i	0	3.2	0
IA	SWJI	P	2015-01-05	22:59:43.5	1.8	50	0.6	0		0	i	0	3.5	0
IA	UGM	S	2015-01-05	22:59:45.2	1	8	-0.2	0		0	i	0	3.3	0
IA	CTJI	P	2015-01-05	22:59:47.9	2.2	327	-1	0		0	i	0	3	0
IA	CMJI	P	2015-01-05	22:59:48.7	2.2	299	-0.2	0		0	i	0	3.5	0
IA	KPJI	P	2015-01-05	22:59:48.8	2.1	317	1.3	0		0	i	0	3.2	0
IA	CISI	P	2015-01-05	22:59:57.8	2.9	297	-0.2	0		0	i	0	4	0
IA	PWJI	S	2015-01-05	23:00:00.7	1.6	59	-0.7	0		0	i	0	3.2	0
IA	CMJI	S	2015-01-05	23:00:15.4	2.2	299	-0.1	0		0	i	0	3.5	0
AU	XMIS	P	2015-01-05	23:00:26.0	4.9	251	-0.3	0		0	i	0	4.4	0


EventID: bmg2015anbm
Date		Time		Latitude	Longitude	Depth	Mag	TypeMag	smaj		smin	az	rms		cPhase	Region
2015-01-08	03:30:32.5	-7.42		106.68	18	3.5	MLv		4.83		0.76	101	0.419		13		Java, Indonesia    

Net	Sta	Phase	Date		Time		dis	Az	Res	Amp		Per	Qual	mb	ML	mB
IA	CBJI	P	2015-01-08	03:30:48.4	0.8	20	0.8	0		0	i	0	3.7	0
IA	DBJI	P	2015-01-08	03:30:48.8	0.9	5	-0.3	0		0	i	0	3.3	0
IA	LEM	P	2015-01-08	03:30:52.2	1.1	58	-0.6	0		0	i	0	2.8	0
IA	CISI	P	2015-01-08	03:30:53.6	1.1	97	0.3	0		0	i	0	3.8	0
IA	CGJI	P	2015-01-08	03:30:55.6	1.3	309	0.6	0		0	i	0	3.6	0
IA	CBJI	S	2015-01-08	03:30:58.3	0.8	20	-0.3	0		0	i	0	3.7	0
IA	DBJI	S	2015-01-08	03:31:01.0	0.9	5	-0.4	0		0	i	0	3.3	0
IA	KPJI	P	2015-01-08	03:31:08.8	2.2	88	0.1	0		0	i	0	3	0
IA	CISI	S	2015-01-08	03:31:09.0	1.1	97	0.2	0		0	i	0	3.8	0
IA	CGJI	S	2015-01-08	03:31:12.0	1.3	309	0	0		0	i	0	3.6	0
AU	XMIS	P	2015-01-08	03:31:21.3	3.2	198	-0.7	0		0	i	0	3.7	0
IA	KLSI	P	2015-01-08	03:31:23.9	3.3	324	0.2	0		0	i	0	3	0
IA	EGSI	P	2015-01-08	03:31:44.4	4.8	295	0.1	0		0	i	0	4.3	0


EventID: bmg2015aoik
Date		Time		Latitude	Longitude	Depth	Mag	TypeMag	smaj		smin	az	rms		cPhase	Region
2015-01-08	20:08:50.1	-9.35		111.71	12	3.7	MLv		2.57		1.32	250	0.704		10		South of Java, Indonesia  

Net	Sta	Phase	Date		Time		dis	Az	Res	Amp		Per	Qual	mb	ML	mB
IA	PWJI	P	2015-01-08	20:09:13.6	1.3	4	-0.3	0		0	i	0	3.6	0
IA	KRK	P	2015-01-08	20:09:14.0	1.4	32	-1	0		0	i	0	4.1	0
IA	SWJI	P	2015-01-08	20:09:18.0	1.6	2	-0.1	0		0	i	0	3.7	0
IA	UGM	P	2015-01-08	20:09:21.8	1.8	320	0.3	0		0	i	0	3.8	0
IA	JAGI	P	2015-01-08	20:09:31.5	2.6	70	0.1	0		0	i	0	3.7	0
IA	PWJI	S	2015-01-08	20:09:31.5	1.3	4	-0.2	0		0	i	0	3.6	0
IA	GRJI	P	2015-01-08	20:09:32.8	2.5	18	1.7	0		0	i	0	3.4	0
IA	KRK	S	2015-01-08	20:09:34.2	1.4	32	0.5	0		0	i	0	4.1	0
IA	UGM	S	2015-01-08	20:09:45.1	1.8	320	-0.5	0		0	i	0	3.8	0
IA	JAGI	S	2015-01-08	20:10:03.0	2.6	70	-0.5	0		0	i	0	3.7	0


EventID: bmg2015aoiu
Date		Time		Latitude	Longitude	Depth	Mag	TypeMag	smaj		smin	az	rms		cPhase	Region
2015-01-08	20:20:26.8	-9.43		111.67	10	3.7	MLv		4.25		1.4	227	0.901		14		South of Java, Indonesia  

Net	Sta	Phase	Date		Time		dis	Az	Res	Amp		Per	Qual	mb	ML	mB
IA	PWJI	P	2015-01-08	20:20:50.6	1.4	5	-1.4	0		0	i	0	3.3	0
IA	KRK	P	2015-01-08	20:20:53.0	1.5	31	-0.2	0		0	i	0	4.1	0
IA	SWJI	P	2015-01-08	20:20:55.3	1.7	3	-0.8	0		0	i	0	3.6	0
IA	UGM	P	2015-01-08	20:20:58.1	1.9	323	-1	0		0	i	0	3.6	0
IA	SMRI	P	2015-01-08	20:21:08.3	2.7	333	-1.4	0		0	i	0	3.9	0
IA	JAGI	P	2015-01-08	20:21:09.2	2.6	69	-0.1	0		0	i	0	3.7	0
IA	GRJI	P	2015-01-08	20:21:10.7	2.6	18	1.4	0		0	i	0	3.4	0
IA	PWJI	S	2015-01-08	20:21:11.0	1.4	5	0.1	0		0	i	0	3.3	0
IA	KRK	S	2015-01-08	20:21:13.2	1.5	31	0.2	0		0	i	0	4.1	0
IA	ABJI	P	2015-01-08	20:21:15.4	3	58	0.8	0		0	i	0	3.7	0
IA	SWJI	S	2015-01-08	20:21:18.4	1.7	3	0	0		0	i	0	3.6	0
IA	KPJI	P	2015-01-08	20:21:21.6	3.4	307	1.3	0		0	i	0	3.7	0
IA	UGM	S	2015-01-08	20:21:24.7	1.9	323	1	0		0	i	0	3.6	0
IA	CISI	P	2015-01-08	20:21:31.6	4.2	296	0	0		0	i	0	4.2	0


EventID: bmg2015aphb
Date		Time		Latitude	Longitude	Depth	Mag	TypeMag	smaj		smin	az	rms		cPhase	Region
2015-01-09	08:35:51.6	-9.1		107.84	10	3.8	MLv		4.06		1.44	162	2.062		17		South of Java, Indonesia  

Net	Sta	Phase	Date		Time		dis	Az	Res	Amp		Per	Qual	mb	ML	mB
IA	CMJI	P	2015-01-09	08:36:18.2	1.4	25	1	0		0	i	0	3.2	0
IA	CISI	P	2015-01-09	08:36:19.6	1.5	359	1	0		0	i	0	3.8	0
IA	SCJI	P	2015-01-09	08:36:25.2	1.9	43	0.9	0		0	i	0	3.6	0
IA	KPJI	P	2015-01-09	08:36:28.0	2.1	32	1.8	0		0	i	0	3.4	0
IA	CMJI	S	2015-01-09	08:36:34.0	1.4	25	-2.5	0		0	i	0	3.2	0
IA	CTJI	P	2015-01-09	08:36:34.3	2.5	33	2.4	0		0	i	0	3.2	0
AU	XMIS	P	2015-01-09	08:36:34.4	2.6	237	1.3	0		0	i	0	4.2	0
IA	DBJI	P	2015-01-09	08:36:37.2	2.7	337	1.4	0		0	i	0	3.9	0
IA	CISI	S	2015-01-09	08:36:37.9	1.5	359	-1.2	0		0	i	0	3.8	0
IA	UGM	P	2015-01-09	08:36:39.8	2.9	66	2	0		0	i	0	4.4	0
IA	CGJI	P	2015-01-09	08:36:44.0	3.3	319	1.2	0		0	i	0	3.9	0
IA	SCJI	S	2015-01-09	08:36:46.7	1.9	43	-2.8	0		0	i	0	3.6	0
IA	KPJI	S	2015-01-09	08:36:52.7	2.1	32	-0.2	0		0	i	0	3.4	0
IA	PWJI	P	2015-01-09	08:36:55.9	4.1	75	2.1	0		0	i	0	4.3	0
AU	XMIS	S	2015-01-09	08:37:00.8	2.6	237	-4.4	0		0	i	0	4.2	0
IA	DBJI	S	2015-01-09	08:37:09.3	2.7	337	-0.6	0		0	i	0	3.9	0
IA	PWJI	S	2015-01-09	08:37:39.0	4.1	75	-3.4	0		0	i	0	4.3	0


EventID: bmg2015aqbr
