111.65	-7.94
111.45	-8.87
112.97	-9.81
111.79	-9.11
112.31	-8.65
111.09	-8.94
111.18	-8.94
110.81	-8.85
111.8	-8.68
111.53	-8.49
111.17	-8.95
110.47	-10.26
112.79	-9.65
111.13	-8.99
112.69	-9.13
112.94	-9.27
112.94	-9.19
110.87	-6.06
112.52	-8.82
111.16	-8.81
111.47	-8.81
111.29	-8.69
111.45	-8.81
111.18	-8.64
110.6	-8.91
112.04	-7.96
111.71	-8.65
112.97	-9.44
112.74	-8.06
111.16	-9.02
110.62	-8.99
112.0	-9.74
112.72	-11.16
110.49	-7.96
111.29	-8.73
111.48	-8.28
112.67	-9.22
110.4	-9.03
112.6	-8.32
110.53	-8.99
110.6	-8.97
110.8	-8.72
111.4	-8.47
110.7	-8.62
112.51	-8.81
112.51	-9.28
112.83	-9.52
110.39	-9.4
111.46	-8.72
110.21	-8.8
112.94	-9.24
111.68	-7.96
112.48	-9.12
110.43	-8.03
112.73	-9.08
112.77	-9.51
112.96	-7.77
111.03	-8.41
111.87	-10.97
112.42	-8.69
110.46	-9.42
110.3	-9.21
111.17	-8.89
112.91	-9.05
112.47	-6.86
110.52	-9.11
110.76	-8.63
112.97	-10.07
112.15	-9.01
112.49	-10.59
111.72	-9.0
112.83	-8.77
110.0	-8.96
112.26	-8.07
112.95	-9.5
112.88	-9.46
110.59	-7.87
111.9	-8.36
112.21	-8.37
112.66	-8.35
112.39	-9.21
111.46	-8.17
111.81	-7.46
110.32	-8.73
112.89	-9.3
110.16	-8.95
110.14	-8.86
112.94	-9.57
112.97	-9.47
112.86	-9.98
112.66	-9.13
111.22	-9.06
112.72	-8.53
111.38	-8.7
111.26	-8.66
110.45	-9.02
110.61	-5.99
111.96	-11.21
110.27	-8.91
110.53	-7.92
110.15	-9.09
112.45	-6.82
112.46	-8.94
112.97	-9.75
112.94	-9.81
112.97	-9.65
112.15	-8.93
112.97	-9.66
112.97	-9.71
111.96	-7.73
112.07	-7.78
112.75	-10.59
112.61	-9.43
112.59	-10.22
111.48	-8.19
110.51	-8.79
110.61	-10.21
111.27	-9.1
110.56	-5.86
111.04	-8.67
112.28	-9.38
110.98	-10.39
110.54	-8.66
112.86	-9.58
111.44	-8.65
112.71	-8.55
112.39	-9.1
112.04	-8.19
111.21	-9.15
111.36	-8.78
110.17	-8.23
110.31	-9.03
110.19	-8.89
110.25	-7.99
110.49	-8.98
112.99	-9.5
110.38	-9.08
110.38	-9.01
110.32	-8.99
110.29	-9.17
112.44	-8.62
112.87	-7.93
112.98	-9.51
112.89	-9.77
110.58	-8.63
112.07	-8.99
111.12	-9.07
112.85	-9.09
111.33	-7.35
112.44	-8.65
110.64	-9.03
111.14	-8.51
112.11	-8.06
111.22	-9.13
112.9	-8.5
110.62	-9.16
112.13	-8.81
111.65	-8.87
110.37	-9.37
112.72	-8.66
112.93	-9.39
112.06	-8.32
110.95	-8.81
111.59	-8.22
112.91	-9.06
112.57	-10.64
111.19	-8.61
112.7	-9.0
110.97	-9.1
111.12	-8.93
111.44	-7.89
111.55	-8.01
111.47	-7.83
111.47	-7.76
110.46	-9.04
112.36	-8.95
110.95	-8.84
110.64	-8.82
110.34	-8.75
112.86	-9.35
111.32	-9.1
110.92	-8.82
110.53	-8.03
110.56	-7.84
112.2	-10.74
110.14	-9.49
110.22	-9.41
110.14	-9.39
110.2	-9.48
111.54	-8.66
112.03	-9.07
110.0	-7.65
111.67	-8.02
112.54	-8.88
110.4	-8.62
112.84	-9.62
112.87	-9.49
112.94	-9.47
112.56	-11.42
111.77	-10.13
112.51	-8.12
112.86	-8.88
111.36	-8.77
110.55	-8.79
110.46	-8.83
112.34	-10.55
112.54	-6.91
111.03	-9.25
112.94	-9.23
110.91	-8.05
112.93	-9.53
112.99	-9.33
112.89	-9.57
112.92	-9.69
111.19	-8.69
110.58	-9.09
110.54	-9.17
110.56	-9.14
110.12	-7.95
112.95	-9.53
110.08	-9.28
111.44	-8.61
111.74	-7.44
110.66	-9.75
112.55	-10.56
111.38	-7.97
110.72	-8.47
110.39	-9.23
111.19	-8.67
110.39	-9.29
110.42	-8.96
111.22	-10.76
112.05	-6.94
111.53	-8.74
110.75	-8.39
110.77	-8.18
112.78	-8.4
111.57	-8.13
111.49	-9.26
111.57	-8.15
111.82	-9.14
112.16	-11.37
111.67	-10.35
110.65	-9.09
112.23	-6.52
112.85	-9.21
112.67	-7.47
110.06	-9.03
112.57	-9.18
110.53	-9.64
111.17	-8.99
112.42	-8.41
111.35	-8.98
111.55	-8.82
111.32	-8.81
111.3	-8.44
112.94	-9.44
112.96	-9.31
110.48	-8.0
112.75	-6.15
112.95	-8.58
111.29	-8.39
112.29	-10.41
111.2	-9.24
110.01	-7.07
112.33	-9.62
111.46	-8.6
110.7	-6.76
111.56	-8.47
111.06	-8.76
111.47	-9.16
111.47	-10.25
111.28	-9.08
110.48	-8.98
110.46	-11.16
111.65	-10.86
110.41	-9.12
110.6	-8.42
110.52	-9.01
111.86	-8.94
111.33	-8.95
110.66	-8.55
111.8	-8.75
111.37	-8.33
112.54	-8.79
110.48	-9.03
110.44	-8.66
111.99	-9.2
112.89	-9.56
112.8	-8.56
112.0	-10.38
110.4	-8.98
110.54	-8.56
112.94	-8.16
111.76	-8.76
110.87	-8.86
110.87	-8.84
110.45	-8.03
110.94	-8.68
112.2	-10.54
110.62	-8.82
110.75	-9.0
110.19	-9.06
111.24	-9.15
111.46	-7.88
110.42	-8.93
110.57	-9.11
110.41	-8.4
112.49	-8.91
111.89	-11.38
111.03	-8.97
112.04	-11.01
110.28	-8.42
111.9	-8.96
111.75	-8.56
111.46	-8.72
111.05	-8.6
110.23	-8.89
110.24	-8.94
111.54	-8.41
110.7	-8.83
111.74	-7.43
110.21	-9.08
112.55	-8.61
110.63	-8.65
112.47	-8.77
110.44	-8.0
110.08	-9.39
110.18	-9.11
111.2	-9.07
112.86	-9.44
111.97	-8.92
110.44	-8.86
112.77	-8.49
112.61	-8.59
111.25	-9.67
111.43	-8.76
110.51	-9.27
110.55	-7.97
111.04	-8.85
110.47	-8.01
110.39	-8.04
111.92	-7.82
112.4	-8.47
110.78	-11.89
110.58	-9.15
112.31	-8.91
112.87	-9.42
111.76	-8.75
111.8	-8.46
111.27	-8.87
112.49	-8.82
110.48	-9.02
111.45	-8.94
111.18	-8.98
111.71	-9.36
111.7	-8.3
110.26	-8.68
110.21	-8.27
110.09	-8.47
111.3	-8.93
112.45	-8.87
110.4	-8.78
111.67	-9.48
110.41	-8.01
110.52	-7.4
110.96	-7.58
110.91	-10.76
111.08	-6.16
110.78	-7.75
111.41	-9.12
111.12	-8.47
112.09	-7.42
112.5	-8.84
110.81	-8.65
110.47	-8.77
110.56	-9.6
111.81	-8.94
112.99	-9.08
111.1	-8.7
112.22	-7.91
112.83	-9.65
110.46	-8.99
111.04	-8.94
110.97	-8.86
111.74	-10.93
110.6	-9.12
110.44	-8.43
112.42	-6.22
111.4	-9.07
110.66	-9.04
110.41	-9.35
110.44	-9.43
110.99	-8.82
110.38	-5.86
110.59	-7.91
110.84	-7.19
110.71	-9.15
110.58	-7.82
110.28	-9.23
110.34	-9.24
110.31	-9.19
110.35	-9.19
110.37	-9.27
110.41	-9.16
110.47	-8.84
110.36	-9.15
110.38	-9.27
110.3	-9.1
110.43	-9.12
110.47	-9.03
110.48	-9.18
110.41	-9.13
110.52	-8.84
110.37	-9.23
110.43	-9.28
110.32	-8.86
111.17	-7.53
111.88	-8.91
110.35	-9.13
110.47	-9.2
110.58	-9.01
110.43	-9.12
110.44	-9.05
110.52	-8.93
110.41	-9.09
110.4	-9.07
110.35	-9.04
112.02	-9.03
110.6	-8.75
110.46	-9.16
112.05	-9.12
110.5	-7.98
110.89	-8.36
110.83	-10.84
112.19	-9.31
112.86	-8.79
110.82	-8.89
112.93	-9.07
111.05	-8.71
110.27	-9.06
111.33	-8.9
112.87	-9.08
112.77	-7.03
110.15	-8.02
112.68	-8.71
110.03	-10.74
112.79	-9.53
110.89	-8.71
112.21	-9.47
111.04	-8.74
110.93	-7.84
111.54	-9.76
111.46	-9.85
111.54	-9.78
110.28	-9.09
111.22	-8.84
110.08	-9.6
111.42	-8.51
112.99	-9.37
111.48	-9.25
111.44	-7.19
112.49	-8.85
111.25	-6.98
110.39	-8.93
111.33	-9.07
110.29	-8.61
112.51	-9.34
111.82	-9.4
110.0	-8.81
110.24	-8.87
111.35	-9.12
111.15	-10.14
110.47	-7.96
112.48	-9.67
110.08	-9.08
111.48	-8.81
110.7	-9.15
112.81	-9.36
111.63	-8.98
112.49	-8.9
111.08	-8.98
111.39	-9.09
110.37	-9.25
110.39	-9.24
110.5	-9.14
110.38	-9.13
110.34	-9.25
110.49	-9.04
110.34	-8.48
110.54	-8.77
111.31	-8.85
111.34	-8.78
112.65	-8.62
110.12	-8.88
111.76	-7.59
111.75	-7.6
112.76	-10.32
112.71	-10.2
112.77	-10.35
112.77	-10.33
110.5	-7.98
111.6	-8.79
110.64	-8.77
112.98	-7.89
112.81	-9.12
111.35	-8.95
112.48	-8.94
111.58	-7.25
110.05	-7.15
110.43	-9.07
110.38	-9.04
110.22	-8.93
111.3	-7.86
112.99	-7.91
111.92	-8.47
110.39	-8.88
111.71	-9.35
111.67	-9.43
112.87	-9.5
112.89	-9.5
112.86	-9.36
112.85	-9.42
112.44	-11.28
112.3	-7.21
111.14	-8.93
112.75	-9.54
111.23	-8.95
112.82	-9.6
112.84	-9.64
110.85	-5.98
112.56	-8.67
110.36	-9.38
112.8	-9.67
112.82	-9.78
112.81	-9.63
112.86	-9.6
112.81	-9.76
111.14	-9.0
110.3	-9.18
110.33	-7.81
111.32	-9.04
110.34	-9.42
110.34	-9.47
110.38	-9.35
110.35	-9.44
110.36	-9.41
110.5	-9.53
110.38	-9.25
112.08	-8.44
110.31	-9.01
111.37	-10.98
112.83	-9.56
111.46	-9.09
112.81	-9.19
110.33	-8.83
110.27	-8.4
112.88	-9.42
111.82	-7.47
111.21	-6.07
110.5	-8.07
110.3	-9.03
110.89	-8.81
110.53	-8.01
110.46	-7.34
111.39	-8.15
111.22	-6.28
111.5	-9.26
110.54	-8.79
111.46	-8.75
111.7	-7.76
111.23	-8.99
111.19	-8.91
110.39	-5.89
111.3	-9.1
110.89	-10.15
112.46	-8.98
110.05	-8.77
112.73	-9.63
111.19	-11.25
111.29	-9.01
112.63	-9.41
112.59	-9.57
112.6	-9.47
112.41	-8.93
112.55	-9.78
110.9	-8.9
110.69	-7.74
110.77	-8.48
112.99	-9.27
111.14	-8.48
110.02	-8.98
112.5	-8.8
110.22	-8.86
111.68	-8.28
111.71	-9.16
111.78	-8.77
110.0	-8.73
111.88	-7.62
111.89	-7.63
111.75	-7.77
112.18	-8.7
111.79	-8.28
111.79	-7.64
111.73	-7.74
111.74	-7.76
111.93	-8.43
112.59	-11.02
110.83	-10.69
112.71	-8.48
111.44	-8.82
110.44	-9.05
110.41	-9.13
110.38	-9.24
110.42	-7.38
112.98	-9.39
110.41	-8.97
110.22	-8.95
111.49	-8.35
110.52	-7.96
112.26	-10.47
110.45	-8.9
111.38	-8.84
112.87	-9.24
110.5	-8.0
111.88	-9.29
111.58	-7.8
111.17	-8.47
111.86	-9.34
110.34	-9.38
110.46	-9.18
110.45	-9.21
110.36	-9.24
110.42	-9.22
110.47	-9.1
110.41	-7.42
111.85	-7.56
111.75	-7.58
112.66	-9.55
111.2	-8.77
110.61	-9.11
110.86	-8.76
112.83	-9.65
111.69	-8.12
112.4	-8.87
110.55	-7.77
110.52	-8.0
110.68	-9.03
112.83	-8.52
111.67	-8.29
110.91	-6.37
111.62	-8.72
111.36	-8.9
110.48	-7.95
112.76	-8.08
112.89	-9.6
112.75	-9.61
110.47	-8.01
111.8	-8.09
111.72	-8.22
112.03	-10.36
112.28	-6.78
111.67	-7.65
111.26	-9.01
112.98	-7.91
111.16	-10.27
112.55	-8.84
110.24	-8.84
112.32	-9.54
110.48	-8.02
110.42	-9.39
110.56	-7.76
110.46	-8.03
111.26	-8.96
112.72	-8.49
111.16	-10.26
110.35	-8.85
110.54	-8.07
110.54	-7.83
112.32	-8.88
110.45	-8.76
110.47	-8.99
110.16	-9.4
112.25	-9.09
112.92	-9.5
112.91	-9.49
112.98	-9.3
112.92	-9.37
112.86	-9.75
110.42	-9.28
111.24	-8.19
112.86	-9.58
110.35	-8.52
111.16	-8.75
111.31	-8.93
110.17	-9.08
112.94	-9.43
110.58	-8.68
112.82	-9.73
110.24	-8.28
112.89	-9.52
111.39	-11.22
110.03	-8.9
110.49	-8.0
112.84	-9.56
112.21	-9.08
111.2	-8.82
110.63	-7.54
112.53	-8.77
112.6	-8.49
112.61	-8.33
111.23	-8.88
110.64	-9.27
112.52	-11.16
111.22	-8.82
111.28	-8.77
112.2	-8.86
112.77	-9.57
112.94	-7.93
112.97	-9.09
112.93	-9.29
110.75	-9.01
110.48	-9.1
112.49	-8.81
110.73	-8.46
112.55	-8.83
111.77	-7.45
111.83	-7.43
112.01	-7.44
111.8	-7.41
111.81	-7.44
111.85	-7.46
111.79	-7.45
111.82	-7.43
111.79	-7.44
111.88	-7.51
111.8	-7.42
111.91	-7.46
111.42	-7.73
